COUNTRY;STATION;LATITUDE;LONGITUDE;ELEVATION;DATE;TAVG;TMAX;TMIN
Serbia;RIE00100818;44.8;204.667;132.0;01-01-2020;0.9;5.3;-1.4
Serbia;RIE00100818;44.8;204.667;132.0;02-01-2020;1.3;6.0;-1.0
Serbia;RIE00100818;44.8;204.667;132.0;03-01-2020;-1.4;4.4;-3.1
Serbia;RIE00100818;44.8;204.667;132.0;04-01-2020;-1.2;;-3.5
Serbia;RIE00100818;44.8;204.667;132.0;05-01-2020;2.6;4.8;
Serbia;RIE00100818;44.8;204.667;132.0;06-01-2020;-0.1;;-2.2
Serbia;RIE00100818;44.8;204.667;132.0;07-01-2020;-1.1;3.0;-4.1
Serbia;RIE00100818;44.8;204.667;132.0;08-01-2020;-1.1;1.3;-4.5
Serbia;RIE00100818;44.8;204.667;132.0;09-01-2020;2.4;5.2;1.0
Serbia;RIE00100818;44.8;204.667;132.0;10-01-2020;3.7;10.6;-0.4
Serbia;RIE00100818;44.8;204.667;132.0;11-01-2020;2.3;7.0;0.4
Serbia;RIE00100818;44.8;204.667;132.0;12-01-2020;0.2;3.6;-2.1
Serbia;RIE00100818;44.8;204.667;132.0;13-01-2020;-1.5;;-1.9
Serbia;RIE00100818;44.8;204.667;132.0;14-01-2020;-0.3;6.0;-2.8
Serbia;RIE00100818;44.8;204.667;132.0;15-01-2020;-0.6;4.4;-3.0
Serbia;RIE00100818;44.8;204.667;132.0;16-01-2020;-2.0;-0.6;-3.1
Serbia;RIE00100818;44.8;204.667;132.0;17-01-2020;-0.3;4.1;-2.8
Serbia;RIE00100818;44.8;204.667;132.0;18-01-2020;0.4;5.4;-3.4
Serbia;RIE00100818;44.8;204.667;132.0;19-01-2020;-0.2;0.5;-0.6
Serbia;RIE00100818;44.8;204.667;132.0;20-01-2020;0.9;2.6;0.2
Serbia;RIE00100818;44.8;204.667;132.0;21-01-2020;1.7;3.1;-0.2
Serbia;RIE00100818;44.8;204.667;132.0;22-01-2020;2.2;7.7;-1.0
Serbia;RIE00100818;44.8;204.667;132.0;23-01-2020;0.6;4.4;-1.0
Serbia;RIE00100818;44.8;204.667;132.0;24-01-2020;1.9;7.8;-2.0
Serbia;RIE00100818;44.8;204.667;132.0;25-01-2020;4.3;10.9;-1.6
Serbia;RIE00100818;44.8;204.667;132.0;26-01-2020;8.3;13.6;3.0
Serbia;RIE00100818;44.8;204.667;132.0;27-01-2020;3.8;;
Serbia;RIE00100818;44.8;204.667;132.0;28-01-2020;7.0;12.5;1.0
Serbia;RIE00100818;44.8;204.667;132.0;29-01-2020;5.8;10.2;1.1
Serbia;RIE00100818;44.8;204.667;132.0;30-01-2020;3.9;9.2;1.1
Serbia;RIE00100818;44.8;204.667;132.0;31-01-2020;9.8;15.6;4.0
Serbia;RIE00100818;44.8;204.667;132.0;01-02-2020;12.8;18.5;9.0
Serbia;RIE00100818;44.8;204.667;132.0;02-02-2020;14.0;18.0;11.6
Serbia;RIE00100818;44.8;204.667;132.0;03-02-2020;12.3;14.6;
Serbia;RIE00100818;44.8;204.667;132.0;04-02-2020;9.7;16.1;
Serbia;RIE00100818;44.8;204.667;132.0;05-02-2020;2.7;4.3;
Serbia;RIE00100818;44.8;204.667;132.0;06-02-2020;1.1;5.3;-2.1
Serbia;RIE00100818;44.8;204.667;132.0;07-02-2020;3.9;6.6;1.4
Serbia;RIE00100818;44.8;204.667;132.0;08-02-2020;1.9;7.0;-2.0
Serbia;RIE00100818;44.8;204.667;132.0;09-02-2020;4.8;12.0;-0.6
Serbia;RIE00100818;44.8;204.667;132.0;10-02-2020;10.7;16.0;5.5
Serbia;RIE00100818;44.8;204.667;132.0;11-02-2020;6.8;11.5;5.2
Serbia;RIE00100818;44.8;204.667;132.0;12-02-2020;6.6;10.4;5.0
Serbia;RIE00100818;44.8;204.667;132.0;13-02-2020;6.9;11.7;1.7
Serbia;RIE00100818;44.8;204.667;132.0;14-02-2020;7.5;;
Serbia;RIE00100818;44.8;204.667;132.0;15-02-2020;6.2;10.9;2.8
Serbia;RIE00100818;44.8;204.667;132.0;16-02-2020;8.2;13.9;3.8
Serbia;RIE00100818;44.8;204.667;132.0;17-02-2020;10.8;18.9;5.4
Serbia;RIE00100818;44.8;204.667;132.0;18-02-2020;8.8;12.2;5.7
Serbia;RIE00100818;44.8;204.667;132.0;19-02-2020;8.0;10.9;5.0
Serbia;RIE00100818;44.8;204.667;132.0;20-02-2020;5.8;7.8;
Serbia;RIE00100818;44.8;204.667;132.0;21-02-2020;5.3;10.3;1.2
Serbia;RIE00100818;44.8;204.667;132.0;22-02-2020;5.7;10.9;0.7
Serbia;RIE00100818;44.8;204.667;132.0;23-02-2020;10.2;16.2;4.6
Serbia;RIE00100818;44.8;204.667;132.0;24-02-2020;10.5;12.9;
Serbia;RIE00100818;44.8;204.667;132.0;25-02-2020;10.2;17.8;5.2
Serbia;RIE00100818;44.8;204.667;132.0;26-02-2020;12.4;20.7;
Serbia;RIE00100818;44.8;204.667;132.0;27-02-2020;3.2;8.3;0.4
Serbia;RIE00100818;44.8;204.667;132.0;28-02-2020;4.8;;3.2
Serbia;RIE00100818;44.8;204.667;132.0;29-02-2020;6.1;12.4;0.2
Serbia;RIE00100818;44.8;204.667;132.0;01-03-2020;11.7;17.3;7.0
Serbia;RIE00100818;44.8;204.667;132.0;02-03-2020;15.8;21.2;11.6
Serbia;RIE00100818;44.8;204.667;132.0;03-03-2020;15.2;19.5;
Serbia;RIE00100818;44.8;204.667;132.0;04-03-2020;8.3;;
Serbia;RIE00100818;44.8;204.667;132.0;05-03-2020;6.1;11.8;1.6
Serbia;RIE00100818;44.8;204.667;132.0;06-03-2020;7.4;11.4;5.2
Serbia;RIE00100818;44.8;204.667;132.0;07-03-2020;8.6;10.0;7.5
